Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-05-02,8073.1,8106.5,8067.8,8074.7,105585200.0
2006-05-03,8093.8,8098.9,7964.6,7964.6,90937200.0
2006-05-04,7956.9,7970.8,7875.2,7965.4,77842000.0
2006-05-05,7962.7,8059.5,7960.3,8058.1,130527200.0
2006-05-08,8100.8,8125.7,8091.0,8103.6,76357200.0
2006-05-09,8109.8,8139.1,8088.3,8122.1,52124200.0
2006-05-10,8109.7,8138.4,8102.4,8112.9,83800600.0
2006-05-11,8129.2,8158.9,8094.2,8097.3,95228800.0
2006-05-12,8058.5,8082.0,7944.5,7954.1,79235400.0
2006-05-15,7910.7,7938.2,7798.9,7853.9,90427200.0
2006-05-16,7853.8,7904.1,7822.5,7887.1,109240200.0
2006-05-17,7923.4,7928.9,7656.6,7658.5,111705400.0
2006-05-18,7670.6,7706.6,7547.1,7602.3,153641400.0
2006-05-19,7582.9,7636.3,7568.9,7614.3,221983600.0
2006-05-22,7584.6,7604.5,7413.7,7430.2,219665600.0
2006-05-23,7495.4,7596.8,7450.3,7572.5,115732000.0
2006-05-24,7539.2,7554.9,7443.1,7481.3,80749400.0
2006-05-26,7623.9,7679.5,7574.1,7679.5,65369800.0
2006-05-29,7670.3,7693.1,7659.7,7688.1,21654800.0
2006-05-30,7686.7,7699.3,7533.3,7533.3,72313800.0
2006-05-31,7473.6,7604.4,7441.6,7604.4,73763200.0
2006-06-01,7602.0,7632.9,7529.8,7617.3,55106400.0
2006-06-02,7676.8,7714.2,7638.8,7665.1,84550000.0
2006-06-06,7531.7,7600.5,7473.4,7497.0,74135600.0
2006-06-07,7500.7,7554.2,7477.0,7549.8,64718200.0
2006-06-08,7401.6,7453.2,7343.5,7344.3,113988600.0
2006-06-09,7437.4,7442.9,7402.3,7434.6,147190400.0
2006-06-12,7420.2,7449.6,7318.0,7332.7,62865200.0
2006-06-13,7200.0,7245.3,7123.2,7154.9,117190000.0
2006-06-14,7190.9,7224.6,7138.0,7171.0,83907800.0
2006-06-15,7240.9,7343.1,7224.7,7324.4,83002200.0
2006-06-16,7408.9,7430.5,7286.2,7294.5,150782200.0
2006-06-19,7356.6,7404.5,7344.9,7364.0,58216800.0
2006-06-20,7320.4,7397.9,7307.7,7397.9,63753000.0
2006-06-21,7420.8,7437.6,7355.4,7427.1,65860400.0
2006-06-22,7503.6,7521.1,7448.3,7483.3,56879000.0
2006-06-23,7474.2,7512.8,7446.7,7485.8,38078600.0
2006-06-26,7533.4,7539.1,7450.3,7463.6,45536200.0
2006-06-27,7503.7,7503.7,7401.6,7406.8,43752200.0
2006-06-28,7378.6,7452.1,7372.8,7431.9,37224600.0
2006-06-29,7470.1,7558.0,7457.8,7541.1,53640400.0
2006-06-30,7624.1,7652.1,7567.7,7652.1,72608400.0
2006-07-03,7664.7,7720.7,7643.7,7720.7,44131400.0
2006-07-04,7718.3,7727.8,7678.6,7727.8,37951800.0
2006-07-05,7705.9,7706.5,7632.9,7659.2,42217000.0
2006-07-06,7675.2,7729.6,7674.0,7704.6,43074400.0
2006-07-07,7693.5,7703.0,7625.5,7655.2,45439000.0
2006-07-10,7659.7,7704.4,7613.8,7704.4,38386000.0
2006-07-11,7672.6,7709.5,7655.2,7669.4,47974800.0
2006-07-12,7701.6,7776.0,7696.9,7707.0,54101200.0
2006-07-13,7677.8,7677.8,7566.5,7588.0,54502400.0
2006-07-14,7512.5,7570.1,7490.6,7506.8,53208600.0
2006-07-17,7504.8,7529.8,7428.1,7501.3,63444400.0
2006-07-18,7497.1,7523.6,7438.7,7461.3,76018800.0
2006-07-19,7496.6,7605.3,7480.5,7603.6,64413800.0
2006-07-20,7659.4,7688.3,7634.2,7659.6,54795600.0
2006-07-21,7640.4,7658.3,7600.5,7618.1,83534800.0
2006-07-24,7636.2,7786.5,7632.2,7780.3,49577800.0
2006-07-25,7792.2,7841.2,7769.9,7784.8,51008200.0
2006-07-26,7790.6,7834.4,7784.7,7815.1,60985800.0
2006-07-27,7860.1,7865.7,7810.0,7856.5,82650800.0
2006-07-28,7841.3,7949.4,7829.8,7946.5,48050600.0
2006-07-31,7954.0,7966.2,7917.4,7941.8,41858200.0
2006-08-02,7920.8,7924.2,7877.7,7905.2,82802800.0
2006-08-03,7919.7,7925.8,7800.6,7810.0,62768800.0
2006-08-04,7844.5,7901.5,7822.6,7891.0,54061200.0
2006-08-07,7825.0,7842.4,7786.9,7790.8,41014800.0
2006-08-08,7828.1,7841.2,7786.5,7793.3,36262600.0
2006-08-09,7808.0,7890.1,7741.8,7882.9,51658200.0
2006-08-10,7826.1,7849.6,7754.9,7844.2,45719600.0
2006-08-11,7848.1,7886.9,7838.3,7858.6,47198200.0
2006-08-14,7900.6,7929.4,7893.5,7925.1,33101600.0
2006-08-15,7922.1,8064.6,7904.1,8055.3,60937000.0
2006-08-16,8065.0,8112.1,8034.6,8089.7,62007400.0
2006-08-17,8086.4,8146.8,8085.9,8112.8,57881200.0
2006-08-18,8108.7,8124.6,8066.5,8084.2,52579200.0
2006-08-21,8068.8,8102.9,8048.5,8057.6,36765000.0
2006-08-22,8078.4,8089.1,8006.4,8080.6,50018800.0
2006-08-23,8104.8,8108.3,8052.1,8078.7,40931000.0
2006-08-24,8082.1,8139.2,8064.8,8099.0,48403400.0
2006-08-25,8108.0,8134.5,8096.9,8102.5,33168600.0
2006-08-28,8096.2,8128.1,8044.7,8118.6,25165600.0
2006-08-29,8113.9,8192.3,8110.2,8165.6,42149200.0
2006-08-30,8177.7,8204.6,8169.2,8183.4,37856600.0
2006-08-31,8203.9,8211.0,8150.4,8168.0,41323200.0
2006-09-01,8173.1,8218.6,8158.9,8189.1,37775000.0
2006-09-04,8194.8,8235.4,8188.4,8230.2,31002400.0
2006-09-05,8233.9,8236.3,8175.7,8226.2,57053200.0
2006-09-06,8219.7,8223.1,8142.1,8172.8,53274000.0
2006-09-07,8139.2,8153.8,8102.7,8126.1,44446000.0
2006-09-08,8142.7,8174.6,8141.5,8167.0,29414400.0
2006-09-11,8137.2,8160.6,8084.3,8094.1,41842400.0
2006-09-12,8109.7,8196.0,8073.7,8195.1,52271600.0
2006-09-13,8228.2,8246.5,8208.2,8215.7,48988600.0
2006-09-14,8239.5,8245.5,8170.3,8181.8,48889800.0
2006-09-15,8196.3,8246.2,8185.6,8229.3,111642100.0
2006-09-18,8224.4,8279.7,8199.1,8257.8,42805000.0
2006-09-19,8259.9,8265.7,8202.5,8232.1,40192000.0
2006-09-20,8243.2,8351.4,8229.5,8342.4,67658400.0
2006-09-21,8343.6,8383.9,8328.8,8373.6,65964200.0
2006-09-22,8320.0,8338.7,8271.4,8294.5,54953800.0
2006-09-25,8306.5,8328.3,8251.4,8270.5,67102200.0
2006-09-26,8299.3,8390.9,8291.0,8382.8,59601600.0
2006-09-27,8400.3,8430.4,8362.9,8413.1,77050600.0
2006-09-28,8416.2,8433.2,8389.5,8416.7,46205800.0
2006-09-29,8440.0,8463.8,8413.1,8425.9,56741800.0
2006-10-02,8432.2,8451.6,8381.2,8381.2,45647000.0
2006-10-03,8375.0,8390.2,8346.2,8390.2,42383000.0
2006-10-04,8413.4,8451.4,8408.8,8448.9,44770600.0
2006-10-05,8504.5,8514.7,8472.6,8511.0,63197800.0
2006-10-06,8515.4,8530.1,8485.9,8521.2,85248600.0
2006-10-09,8501.2,8548.9,8490.0,8548.9,41607800.0
2006-10-10,8564.2,8627.2,8551.4,8627.2,58817400.0
2006-10-11,8604.6,8638.5,8585.0,8638.0,51361800.0
2006-10-12,8641.2,8673.7,8601.8,8673.7,57561200.0
2006-10-13,8675.8,8677.6,8622.0,8651.1,49976000.0
2006-10-16,8659.9,8670.7,8620.6,8632.1,45222800.0
2006-10-17,8617.1,8622.3,8522.1,8535.3,55283400.0
2006-10-18,8575.2,8631.8,8566.9,8620.2,50778400.0
2006-10-19,8595.6,8631.8,8552.9,8620.7,52089200.0
2006-10-20,8641.1,8661.2,8608.9,8643.0,49495400.0
2006-10-23,8662.6,8711.7,8636.5,8697.6,45913400.0
2006-10-24,8691.4,8707.8,8638.4,8662.7,50793000.0
2006-10-25,8657.9,8702.1,8643.0,8682.5,55607800.0
2006-10-26,8724.3,8750.0,8673.3,8673.8,82975000.0
2006-10-27,8684.5,8699.4,8650.4,8695.4,62529800.0
2006-10-30,8647.9,8661.8,8619.7,8652.4,39896600.0
2006-10-31,8575.5,8629.5,8569.7,8569.7,79967200.0
2006-11-01,8580.8,8631.1,8572.7,8613.0,55854400.0
2006-11-02,8599.6,8663.5,8574.2,8645.7,77116000.0
2006-11-03,8669.6,8724.1,8634.5,8698.5,51426800.0
2006-11-06,8723.1,8798.5,8718.4,8798.5,54248000.0
2006-11-07,8802.7,8836.3,8783.1,8835.6,73717600.0
2006-11-08,8801.0,8822.7,8751.8,8776.7,61710400.0
2006-11-09,8790.6,8800.4,8748.3,8764.2,57232800.0
2006-11-10,8729.0,8739.0,8704.4,8735.8,49980200.0
2006-11-13,8661.9,8769.0,8654.2,8752.1,55751200.0
2006-11-14,8760.0,8775.7,8712.9,8733.8,76672000.0
2006-11-15,8787.2,8809.2,8752.7,8791.2,53054400.0
2006-11-16,8789.8,8801.9,8761.8,8789.4,59396600.0
2006-11-17,8784.1,8820.4,8723.9,8745.8,67063600.0
2006-11-20,8715.9,8770.5,8674.3,8760.0,67735800.0
2006-11-21,8755.3,8824.7,8755.1,8774.6,53150000.0
2006-11-22,8797.3,8823.2,8770.2,8778.5,50729000.0
2006-11-23,8791.2,8818.7,8748.9,8751.3,33741400.0
2006-11-24,8738.7,8745.1,8584.8,8641.5,62351400.0
2006-11-27,8622.4,8656.2,8517.3,8517.3,64445800.0
2006-11-28,8489.9,8515.2,8431.5,8462.2,80413200.0
2006-11-29,8495.3,8572.5,8469.1,8569.9,66800000.0
2006-11-30,8578.3,8596.3,8484.6,8484.6,68793400.0
2006-12-01,8496.2,8550.8,8391.2,8420.3,75255800.0
2006-12-04,8458.0,8479.4,8397.5,8479.4,58029000.0
2006-12-05,8495.9,8532.9,8452.1,8452.1,67900400.0
2006-12-06,8462.0,8510.7,8456.9,8509.9,54344400.0
2006-12-07,8499.2,8595.1,8499.0,8570.9,100092100.0
2006-12-08,8558.3,8569.2,8496.2,8540.9,63871000.0
2006-12-11,8579.4,8613.8,8576.3,8594.0,57533200.0
2006-12-12,8598.2,8672.4,8582.5,8670.1,63129400.0
2006-12-13,8658.3,8712.6,8656.1,8678.5,64602800.0
2006-12-14,8693.1,8776.6,8693.1,8776.6,66458000.0
2006-12-15,8802.6,8828.1,8776.7,8786.9,129474500.0
2006-12-18,8782.8,8838.3,8781.0,8824.3,71070600.0
2006-12-19,8778.2,8802.2,8742.3,8763.1,58270800.0
2006-12-20,8811.3,8825.8,8763.9,8770.8,56620600.0
2006-12-21,8782.3,8798.4,8769.9,8775.4,51898000.0
2006-12-22,8770.0,8777.9,8726.7,8726.7,24646400.0
2006-12-27,8756.3,8822.2,8751.7,8822.2,24141400.0
2006-12-28,8849.1,8849.1,8797.9,8803.3,28374600.0
2006-12-29,8813.9,8820.3,8754.3,8785.7,18379000.0
2007-01-03,8889.5,8922.0,8869.3,8920.2,67381600.0
2007-01-04,8880.8,8925.2,8865.9,8925.2,69011800.0
2007-01-05,8917.7,8949.0,8899.4,8900.2,66975800.0
2007-01-08,8917.4,8932.4,8837.0,8850.3,61637200.0
2007-01-09,8893.6,8920.4,8874.0,8874.0,55593000.0
2007-01-10,8846.6,8874.4,8814.6,8861.6,63554400.0
2007-01-11,8906.5,8987.9,8885.0,8987.9,74392400.0
2007-01-12,8979.1,9032.8,8967.6,9032.8,67872400.0
2007-01-15,9063.4,9112.9,9048.3,9101.7,52641800.0
2007-01-16,9104.0,9115.1,9067.3,9073.0,49699200.0
2007-01-17,9080.4,9119.0,9064.0,9104.6,56226400.0
2007-01-18,9116.8,9151.2,9074.7,9099.3,62533400.0
2007-01-19,9077.2,9155.1,9054.3,9155.1,81031200.0
2007-01-22,9154.5,9182.1,9085.2,9102.2,64020400.0
2007-01-23,9104.5,9147.6,9070.9,9105.5,80638200.0
2007-01-24,9135.3,9155.8,9116.4,9153.1,60854200.0
2007-01-25,9183.7,9200.8,9114.9,9134.1,66832200.0
2007-01-26,9109.2,9114.3,9041.1,9041.1,71285800.0
2007-01-29,9045.3,9128.2,9022.9,9110.8,55232000.0
2007-01-30,9106.1,9148.7,9091.9,9147.0,51995400.0
2007-01-31,9132.0,9159.3,9092.5,9135.1,64505200.0
2007-02-01,9205.6,9252.5,9200.7,9217.9,74199200.0
2007-02-02,9230.7,9264.4,9226.2,9260.5,62193400.0
2007-02-05,9249.6,9261.3,9225.3,9257.9,49954000.0
2007-02-06,9259.3,9303.2,9259.3,9266.2,51029000.0
2007-02-07,9271.9,9288.2,9235.1,9288.2,62206800.0
2007-02-08,9292.0,9301.2,9201.7,9229.3,90126200.0
2007-02-09,9268.5,9309.4,9260.4,9292.1,55549000.0
2007-02-12,9247.9,9272.6,9227.3,9261.6,56875800.0
2007-02-13,9273.7,9287.6,9231.1,9240.0,78439000.0
2007-02-14,9275.8,9299.2,9231.8,9299.2,75720200.0
2007-02-15,9332.0,9335.7,9262.3,9305.4,111212300.0
2007-02-16,9279.5,9337.0,9272.0,9336.3,85844200.0
2007-02-19,9338.4,9376.7,9335.8,9345.6,46258000.0
2007-02-20,9358.6,9359.3,9273.6,9315.3,61841800.0
2007-02-21,9334.1,9357.9,9197.7,9207.1,76673000.0
2007-02-22,9239.2,9286.3,9233.4,9251.8,86077200.0
2007-02-23,9258.7,9272.4,9205.8,9258.0,75431000.0
2007-02-26,9243.2,9267.0,9223.0,9223.0,88625200.0
2007-02-27,9129.7,9135.8,8891.7,8909.8,155950000.0
2007-02-28,8741.7,8862.9,8703.8,8789.7,168811900.0
2007-03-01,8785.3,8905.7,8622.1,8781.9,247398600.0
2007-03-02,8843.7,8878.3,8738.4,8798.7,117170600.0
2007-03-05,8640.8,8708.1,8609.4,8676.9,109098700.0
2007-03-06,8781.0,8792.2,8691.8,8775.6,166839000.0
2007-03-07,8798.8,8878.8,8770.9,8878.4,95236000.0
2007-03-08,8904.0,8966.2,8898.8,8955.7,80410600.0
2007-03-09,8937.7,8964.7,8869.2,8933.9,76883000.0
2007-03-12,8968.6,9000.9,8875.4,8899.4,59879600.0
2007-03-13,8900.3,8905.7,8822.7,8829.1,64869800.0
2007-03-14,8649.3,8690.7,8573.5,8577.7,125766300.0
2007-03-15,8685.4,8722.0,8646.1,8706.8,93444600.0
2007-03-16,8697.4,8760.9,8671.9,8717.6,131977400.0
2007-03-19,8803.2,8845.4,8775.2,8841.7,61836200.0
2007-03-20,8845.8,8886.0,8787.8,8882.4,62198000.0
2007-03-21,8880.8,8960.9,8871.4,8942.2,55620400.0
2007-03-22,9053.5,9100.8,9030.6,9074.3,111317400.0
2007-03-23,9068.8,9107.1,9038.5,9089.8,49151200.0
2007-03-26,9092.3,9092.3,8974.0,9006.0,50881600.0
2007-03-27,9053.0,9058.0,8965.4,8966.3,60405400.0
2007-03-28,8925.9,8931.7,8836.5,8870.6,57719400.0
2007-03-29,8907.2,8978.9,8895.2,8977.5,45364600.0
2007-03-30,8987.3,9030.8,8950.0,8977.0,67828600.0
2007-04-02,8932.2,8975.7,8887.3,8956.3,71884200.0
2007-04-03,9010.7,9077.5,8995.2,9054.0,73666000.0
2007-04-04,9079.2,9081.4,9034.1,9057.6,107111300.0
2007-04-05,9052.6,9100.7,9033.0,9099.1,68414000.0
2007-04-10,9103.0,9160.5,9083.6,9150.7,94010600.0
2007-04-11,9145.3,9180.8,9114.6,9136.1,85857200.0
2007-04-12,9122.3,9139.1,9059.4,9110.1,111808000.0
2007-04-13,9126.1,9191.2,9122.9,9177.5,60349600.0
2007-04-16,9223.7,9280.3,9216.8,9269.9,77481400.0
2007-04-17,9256.0,9260.5,9211.2,9228.0,85741000.0
2007-04-18,9234.0,9288.8,9202.9,9278.5,122686800.0
2007-04-19,9183.2,9262.0,9158.0,9256.8,81882200.0
2007-04-20,9317.5,9417.1,9303.7,9399.8,116175700.0
2007-04-23,9441.2,9468.3,9407.8,9438.1,76121200.0
2007-04-24,9443.8,9447.5,9344.5,9392.4,80425400.0
2007-04-25,9380.6,9429.3,9374.6,9429.3,76769800.0
2007-04-26,9497.6,9515.3,9431.8,9481.3,127788400.0
2007-04-27,9469.7,9486.3,9398.1,9419.9,73784200.0
2007-04-30,9397.5,9474.1,9394.7,9428.3,54283800.0
2007-05-02,9440.0,9462.0,9386.1,9445.0,120229900.0
2007-05-03,9434.6,9458.3,9312.5,9393.0,155019500.0
2007-05-04,9412.8,9470.0,9411.1,9455.5,85803800.0
2007-05-07,9475.6,9478.7,9418.1,9455.5,56227600.0
2007-05-08,9448.8,9470.8,9345.5,9377.1,84317000.0
2007-05-09,9433.9,9471.5,9377.8,9427.7,120105900.0
2007-05-10,9440.5,9440.7,9367.3,9367.3,78661000.0
2007-05-11,9288.8,9412.3,9248.9,9408.3,89699000.0
2007-05-14,9464.0,9465.6,9363.5,9387.3,82158200.0
2007-05-15,9365.9,9402.7,9341.7,9391.0,79040800.0
2007-05-16,9377.6,9394.4,9348.8,9357.5,90378800.0
2007-05-18,9389.6,9429.8,9380.2,9424.7,132117800.0
2007-05-21,9447.3,9474.1,9398.9,9405.3,57492200.0
2007-05-22,9391.4,9404.2,9346.3,9361.1,96485200.0
2007-05-23,9391.1,9458.5,9378.2,9438.8,71101600.0
2007-05-24,9396.8,9433.6,9353.2,9357.0,71205000.0
2007-05-25,9323.2,9385.1,9313.3,9381.3,62490000.0
2007-05-29,9407.8,9416.7,9377.6,9396.0,48113200.0
2007-05-30,9343.0,9382.8,9303.0,9382.8,61979800.0
2007-05-31,9457.7,9479.0,9438.2,9450.8,84946000.0
2007-06-01,9473.9,9536.7,9473.9,9531.5,121822700.0
2007-06-04,9515.8,9548.1,9451.8,9487.5,61706400.0
2007-06-05,9498.5,9504.0,9407.6,9408.2,114858300.0
2007-06-06,9395.9,9424.8,9245.8,9277.5,125503700.0
2007-06-07,9307.0,9319.8,9138.9,9152.1,88712800.0
2007-06-08,9092.6,9168.7,9057.2,9150.7,112046200.0
2007-06-11,9201.6,9223.0,9170.3,9223.0,67864600.0
2007-06-12,9196.0,9254.5,9155.9,9181.0,86756600.0
2007-06-13,9156.3,9178.8,9110.3,9146.1,98589600.0
2007-06-14,9222.7,9292.3,9211.8,9292.3,98913600.0
2007-06-15,9297.4,9429.9,9297.4,9395.8,174629200.0
2007-06-18,9415.8,9441.0,9340.1,9365.7,63291000.0
2007-06-19,9387.0,9404.6,9308.7,9333.4,66444600.0
2007-06-20,9363.9,9398.3,9333.1,9347.3,73947200.0
2007-06-21,9290.9,9319.3,9188.5,9230.3,85275000.0
2007-06-22,9249.2,9261.0,9157.8,9166.5,108723400.0
2007-06-25,9115.7,9155.3,9079.7,9141.2,61001600.0
2007-06-26,9083.5,9115.7,9047.7,9073.3,80411200.0
2007-06-27,9043.3,9053.8,8993.4,9025.8,102752900.0
2007-06-28,9107.1,9146.2,9094.2,9138.9,74779600.0
2007-06-29,9165.3,9209.4,9104.7,9209.4,66526000.0
2007-07-02,9196.0,9231.7,9176.0,9192.6,55510800.0
2007-07-03,9238.0,9261.4,9219.3,9240.3,56270400.0
2007-07-04,9245.8,9300.0,9233.1,9294.5,42430200.0
2007-07-05,9324.4,9336.0,9203.9,9219.4,64314200.0
2007-07-06,9215.8,9264.0,9204.5,9264.0,76167600.0
2007-07-09,9308.8,9323.5,9269.1,9296.4,55818400.0
2007-07-10,9282.3,9327.6,9191.3,9248.4,74265000.0
2007-07-11,9160.3,9225.7,9140.1,9214.4,78005200.0
2007-07-12,9230.6,9253.1,9153.0,9248.5,81638600.0
2007-07-13,9334.8,9354.7,9250.7,9261.7,79858200.0
2007-07-16,9286.1,9336.8,9272.8,9299.8,50359800.0
2007-07-17,9263.8,9271.8,9215.7,9219.3,67405000.0
2007-07-18,9128.0,9162.3,9072.5,9074.1,85131400.0
2007-07-19,9122.7,9278.6,9121.6,9189.3,93295600.0
2007-07-20,9219.0,9239.7,9102.2,9105.5,136678500.0
2007-07-23,9105.7,9117.5,9037.5,9117.5,75330400.0
2007-07-24,9087.1,9145.2,9020.5,9047.7,89440800.0
2007-07-25,8984.4,9027.5,8893.0,8922.7,108198600.0
2007-07-26,8966.7,8980.1,8705.6,8706.4,145920100.0
2007-07-27,8615.9,8782.2,8613.1,8705.6,128627300.0
2007-07-30,8724.6,8756.2,8645.5,8705.1,98012200.0
2007-07-31,8767.7,8889.9,8757.3,8885.0,110434800.0
2007-08-02,8897.3,8910.5,8763.6,8775.7,124069100.0
2007-08-03,8800.2,8816.9,8642.9,8671.4,75007800.0
2007-08-06,8583.2,8664.7,8571.4,8639.9,97325800.0
2007-08-07,8708.7,8750.6,8692.1,8747.0,93260800.0
2007-08-08,8805.1,8992.2,8797.0,8964.2,98208000.0
2007-08-09,8920.6,8926.6,8759.1,8805.3,120738700.0
2007-08-10,8677.5,8687.8,8515.1,8565.5,136223100.0
2007-08-13,8667.2,8707.7,8616.7,8687.5,76061000.0
2007-08-14,8608.2,8668.0,8540.2,8549.3,96575600.0
2007-08-15,8494.2,8678.4,8483.7,8661.6,95860400.0
2007-08-16,8474.0,8535.3,8386.7,8422.3,137323600.0
2007-08-17,8364.1,8654.9,8329.6,8543.0,180382600.0
2007-08-20,8598.1,8651.0,8575.9,8594.3,78814800.0
2007-08-21,8603.4,8644.9,8528.1,8603.2,80150800.0
2007-08-22,8638.8,8740.7,8638.6,8714.6,80506400.0
2007-08-23,8795.6,8824.2,8710.6,8738.5,83281600.0
2007-08-24,8689.2,8775.9,8682.0,8775.9,58536000.0
2007-08-27,8818.3,8853.0,8794.6,8846.2,38070600.0
2007-08-28,8826.2,8840.1,8709.8,8714.7,68706200.0
2007-08-29,8655.3,8736.2,8630.7,8727.8,68577200.0
2007-08-30,8792.5,8797.9,8674.4,8776.7,60213800.0
2007-08-31,8814.0,8908.0,8790.3,8881.5,69383600.0
2007-09-03,8934.6,8937.5,8863.1,8877.8,40953400.0
2007-09-04,8854.3,8974.8,8813.2,8966.3,79542600.0
2007-09-05,8953.6,8962.8,8823.8,8843.1,86982200.0
2007-09-06,8896.7,8897.2,8758.3,8830.1,71846200.0
2007-09-07,8801.5,8852.8,8667.1,8676.1,88324400.0
2007-09-10,8688.0,8713.9,8603.8,8612.5,80134800.0
2007-09-11,8674.3,8731.2,8657.6,8717.2,66848600.0
2007-09-12,8733.9,8795.7,8696.2,8784.0,70677400.0
2007-09-13,8765.2,8891.6,8734.6,8878.0,67005000.0
2007-09-14,8827.1,8839.9,8727.4,8772.6,65435000.0
2007-09-17,8740.6,8745.5,8658.2,8685.8,54840000.0
2007-09-18,8668.9,8797.6,8666.2,8775.9,85255800.0
2007-09-19,8966.3,9057.9,8923.5,9006.8,128352200.0
2007-09-20,8948.4,8977.1,8896.7,8896.7,80604400.0
2007-09-21,8902.2,8958.3,8874.2,8897.3,148191200.0
2007-09-24,8874.2,8940.3,8866.3,8906.1,80303600.0
2007-09-25,8867.2,8886.9,8777.4,8829.2,77853600.0
2007-09-26,8862.9,8894.2,8831.9,8859.7,71362400.0
2007-09-27,8909.0,8930.8,8881.0,8886.0,69560400.0
2007-09-28,8903.6,8941.0,8863.5,8933.5,67090200.0
2007-10-01,8856.1,9030.5,8856.1,9022.5,107671600.0
2007-10-02,9069.8,9111.8,9041.2,9074.0,108557500.0
2007-10-03,9079.9,9096.8,9035.3,9088.7,76582400.0
2007-10-04,9051.0,9099.9,9037.9,9053.4,69417000.0
2007-10-05,9059.8,9100.8,9025.3,9075.3,57836800.0
2007-10-08,9079.5,9119.8,9067.5,9097.0,41085800.0
2007-10-09,9107.3,9146.1,9082.8,9137.8,55860200.0
2007-10-10,9159.3,9185.3,9135.8,9182.3,58592000.0
2007-10-11,9179.2,9243.8,9170.4,9218.3,74306600.0
2007-10-12,9165.7,9197.5,9120.1,9197.5,68912400.0
2007-10-15,9185.4,9227.5,9149.3,9179.5,55571800.0
2007-10-16,9132.6,9133.9,9040.1,9062.7,84518400.0
2007-10-17,9042.7,9122.6,9032.0,9071.8,65509800.0
2007-10-18,9087.5,9113.6,9013.3,9027.5,83155400.0
2007-10-19,9008.3,9028.7,8915.9,8937.2,73535000.0
2007-10-22,8827.6,8883.3,8801.1,8845.4,84596600.0
2007-10-23,8891.1,8949.3,8889.4,8903.2,55208400.0
2007-10-24,8899.7,8928.4,8838.2,8851.0,91219400.0
2007-10-25,8901.8,8932.6,8886.3,8917.5,102346900.0
2007-10-26,8920.2,8996.4,8861.2,8962.9,92119400.0
2007-10-29,9018.9,9023.1,8958.8,9007.3,71573800.0
2007-10-30,8969.6,8977.8,8920.6,8939.2,84959200.0
2007-10-31,8942.2,9033.8,8910.8,9019.6,97694000.0
2007-11-01,9029.5,9041.7,8846.2,8891.5,143519300.0
2007-11-02,8822.7,8891.5,8734.4,8770.4,127767900.0
2007-11-05,8709.4,8766.0,8696.6,8707.8,102999500.0
2007-11-06,8740.5,8792.7,8728.4,8770.3,82244400.0
2007-11-07,8799.5,8825.5,8685.2,8703.2,104950800.0
2007-11-08,8605.9,8671.0,8577.5,8605.2,112502200.0
2007-11-09,8661.3,8668.2,8367.8,8417.2,137479200.0
2007-11-12,8361.5,8479.7,8357.4,8442.0,104910600.0
2007-11-13,8396.1,8530.7,8372.5,8500.6,108396900.0
2007-11-14,8591.6,8679.5,8576.3,8631.0,110916700.0
2007-11-15,8654.5,8680.1,8539.7,8593.7,82842200.0
2007-11-16,8529.5,8551.9,8445.3,8478.8,85409800.0
2007-11-19,8463.6,8511.4,8250.5,8270.9,116769300.0
2007-11-20,8336.7,8367.4,8171.7,8339.0,130045800.0
2007-11-21,8229.7,8260.7,8080.9,8125.4,128641500.0
2007-11-22,8147.1,8289.5,8087.5,8227.1,92466400.0
2007-11-23,8243.4,8402.4,8234.6,8371.8,93415200.0
2007-11-26,8439.1,8474.8,8343.4,8361.2,92021000.0
2007-11-27,8334.2,8462.4,8301.2,8431.1,104328600.0
2007-11-28,8467.7,8664.3,8432.5,8650.8,118562700.0
2007-11-29,8674.0,8757.7,8658.9,8734.5,98828200.0
2007-11-30,8757.7,8849.4,8743.6,8828.4,114319200.0
2007-12-03,8799.8,8855.2,8678.8,8706.2,77454800.0
2007-12-04,8699.6,8702.4,8592.1,8645.0,76429400.0
2007-12-05,8686.8,8789.3,8633.5,8758.2,72239800.0
2007-12-06,8733.4,8813.2,8670.4,8741.7,88113400.0
2007-12-07,8795.2,8829.1,8760.2,8799.7,71561600.0
2007-12-10,8789.8,8904.7,8749.3,8885.3,102083100.0
2007-12-11,8903.0,8910.2,8819.6,8855.9,91676800.0
2007-12-12,8745.7,8918.8,8722.5,8852.3,102151100.0
2007-12-13,8763.8,8810.4,8652.5,8658.4,99025600.0
2007-12-14,8701.7,8707.9,8602.8,8675.9,61544600.0
2007-12-17,8617.3,8617.3,8515.5,8544.6,72120400.0
2007-12-18,8485.9,8565.2,8458.4,8467.1,72019600.0
2007-12-19,8463.8,8465.2,8387.1,8395.0,65080200.0
2007-12-20,8402.3,8483.8,8369.2,8402.8,55018000.0
2007-12-21,8463.9,8506.0,8446.4,8468.4,115625800.0
2007-12-27,8497.9,8561.7,8447.7,8518.2,37416200.0
2007-12-28,8467.6,8571.8,8453.2,8484.5,32228600.0
2008-01-03,8410.1,8421.0,8273.3,8318.8,70784600.0
2008-01-04,8306.7,8344.3,8109.9,8130.0,82516600.0
2008-01-07,8090.5,8213.1,8070.3,8110.6,102996500.0
2008-01-08,8128.9,8385.4,8127.6,8316.4,132311200.0
2008-01-09,8263.5,8345.5,8216.3,8339.8,107972400.0
